시설명,주소,구역지정수,시설물 CCTV 수,시설물 도로표지판 수,시설물 과속방지턱 수,보호구역도로폭,사고건수,위도,경도,평균주행속도,불법주정차위반건수,신호등_150m_개수,위험도_raw,위험도점수(0~100)
국우초등학교,대구광역시 북구 도남중앙로10길 45 (국우동),4,0,0,0,9.0,0,35.95616,128.5858,44.54,69.30000000000001,0,0.4098443505986498,43.456836310594724
 라온제나어린이집,대구광역시 북구 도남길 33-9 (국우동),0,0,0,0,9.0,0,35.9522319,128.5800568,44.54,69.30000000000001,0,0.4098443505986498,43.456836310594724
율빛유치원,대구광역시 동구 율하서로3길 45 (율하동),0,0,0,0,9.0,0,35.86078,128.6881,45.96,69.30000000000001,4,0.40969001277731926,43.4263526946819
큰별유치원,대구광역시 달성군 화원읍 성화로4길 13 (화원태왕타운),2,1,11,3,9.0,0,35.80291745,128.492025,49.99,69.30000000000001,0,0.409527824639933,43.394318544898816
 튼튼한어린이집,대구광역시 북구 동변로20길 30-1 (동변동),0,0,0,0,9.0,0,35.92309743,128.601318,44.37,69.30000000000001,0,0.40927883590635633,43.34514021093288
동서변유치원,대구광역시 북구 서변로3길 59 (서변동),0,0,0,0,9.0,0,35.9219561,128.5946241,44.37,69.30000000000001,0,0.40927883590635633,43.34514021093288
북구어린이집,대구광역시 북구 환성정길 17-2 (서변동),0,0,0,0,9.0,0,35.922829,128.5945198,44.37,69.30000000000001,0,0.40927883590635633,43.34514021093288
대구선명학교,대구광역시 동구 팔공산로 225 (덕곡동),2,2,12,2,20.0,0,35.99718756,128.6137631,55.62,69.30000000000001,2,0.40862325555570317,43.215655037195084
대청초등학교,대구광역시 수성구 교학로12길 42 (만촌동),5,5,45,11,10.5,1,35.85090774,128.6501668,39.84,101.8,0,0.4079247917527438,43.077699854759175
평리초등학교,대구광역시 서구 국채보상로53길 6-5 (평리동),17,4,18,16,15.0,1,35.87239568,128.5613416,35.23,208.2,8,0.40782325534910135,43.057645167559876
명곡초등학교,대구광역시 달성군 화원읍 명곡로 40 ,2,0,0,0,9.0,0,35.79667071,128.4961175,49.99,69.30000000000001,17,0.4072423790051028,42.942914952952485
대구금계초등학교,대구광역시 달성군 옥포읍 금계길 55 ,4,5,42,2,9.0,0,35.78883806,128.443791,65.3,12.4,2,0.40675683149876224,42.84701335499607
 글로벌씨앤씨어린이집,대구광역시 달서구 월곡로 113-15 (도원동),4,2,13,5,8.0,1,35.80674904,128.5490396,31.93,69.30000000000001,19,0.40647468524242036,42.79128600290949
옥스포드유치원,대구광역시 북구 구리로 169 (국우동),0,0,0,0,9.0,0,35.9479921,128.5731257,44.54,69.30000000000001,3,0.40618581401328396,42.734230386072724
서변초등학교,대구광역시 북구 호국로43길 35 (서변동),7,6,37,7,9.0,0,35.92075558,128.5950281,44.37,664.0,8,0.40608325990100325,42.713974688913765
하늘숲유치원,대구광역시 달성군 화원읍 비슬로539길 11-11 ,1,1,14,4,9.0,0,35.80964,128.5072876,49.99,69.30000000000001,0,0.4058985411508364,42.67749046629459
팔달초등학교,대구광역시 북구 매천로2길 19-6 (팔달동),4,4,18,8,9.0,0,35.8979308,128.5449083,59.66,103.5,8,0.4048735350072943,42.47503915968264
관음초등학교,대구광역시 북구 관음동로17길 16 (관음동),5,3,18,5,9.0,0,35.93992099,128.5471123,55.86,69.30000000000001,4,0.4037638929429678,42.25587121887578
가창초등학교,대구광역시 달성군 가창면 가창로 640 ,1,3,9,0,9.0,0,35.77105069,128.648247,52.94,32.4,4,0.4033118528448421,42.16658774571505
무지개어린이집,대구광역시 북구 칠곡중앙대로77길 28 (태전동),0,0,0,0,9.0,0,35.9230893,128.5411962,42.48,69.30000000000001,0,0.4029916431508583,42.10334239704541
수피아어린이집,대구광역시 동구 메디밸리로8길 11 (사복동),0,0,0,0,12.0,0,35.87587974,128.75082,45.96,69.30000000000001,8,0.4015510944316141,41.81881632636123
수피아유치원,대구광역시 동구 메디밸리로8길 11 (사복동),0,0,0,0,12.0,0,35.87587974,128.75082,45.96,69.30000000000001,8,0.4015510944316141,41.81881632636123
파동초등학교,대구광역시 수성구 파동로51길 34 (파동),3,2,29,5,10.0,0,35.82401679,128.6074144,56.38,14.0,0,0.400905737467564,41.69135039708245
복명초등학교,대구광역시 수성구 범안로20길 8 (범물동),4,5,28,8,10.0,1,35.817658,128.647227,36.31,49.2,4,0.4008990778294867,41.69003503674162
대구관남초등학교,대구광역시 북구 칠곡중앙대로91길 10 (관음동),2,5,15,3,9.0,0,35.93683759,128.5477879,55.86,117.75,6,0.40063291548268065,41.63746470316725
엘키즈유치원,대구광역시 달성군 화원읍 성천로42길 24 ,3,1,17,6,9.0,0,35.810371,128.5041695,49.99,69.30000000000001,0,0.40060259099507317,41.63147524429702
한꽃유치원,대구광역시 북구 매천로 204 (태전동),0,0,0,0,9.0,0,35.91517961,128.5426024,42.48,69.30000000000001,2,0.4005526187606144,41.62160511403074
소명어린이집,대구광역시 동구 율하동로28길 39 (신기동),1,1,6,3,8.0,0,35.871458,128.7070186,45.96,69.30000000000001,0,0.4004797844346864,41.60721943981481
 하나어린이집,대구광역시 북구 칠곡중앙대로43길 33 (태전동),0,0,0,0,9.0,0,35.9150643,128.5445336,42.48,69.30000000000001,3,0.3993331065654924,41.38073647252341
옥스퍼드어린이집,대구광역시 달성군 화원읍 인흥길 29 ,0,0,0,0,9.0,0,35.80115908,128.4986254,49.99,69.30000000000001,24,0.39870579363924913,41.25683446240115
신서초등학교,대구광역시 달서구 계대동문로3길 46 (신당동),12,6,30,11,10.0,1,35.85799273,128.4947454,35.93,123.4,3,0.39826920542409866,41.17060292597041
장기초등학교,대구광역시 달서구 장기로 280 (장기동),2,3,24,4,20.0,0,35.84439346,128.5290637,38.33,676.8,16,0.3982533392441344,41.16746916049501
한국예술유치원,대구광역시 수성구 용학로34길 8 (지산동),2,1,13,4,8.0,0,35.822092,128.6270903,47.09,69.30000000000001,0,0.3979926879409282,41.11598732574048
용계초등학교,대구광역시 달성군 가창면 가창로221길 1 ,2,3,25,6,9.0,0,35.80456757,128.6216025,52.94,216.0,12,0.3977658849190791,41.07119094241519
대구근로복지공단어린이집,대구광역시 서구 서대구로17길 28 (중리동),7,3,9,4,10.0,0,35.865136,128.552628,50.57,69.30000000000001,0,0.3975120157343052,41.021048659376405
예뜰유치원,대구광역시 동구 반야월북로55길 43 (신서동),2,1,10,3,9.0,0,35.87493,128.7306,45.96,69.30000000000001,0,0.3967760054830407,40.87567759210321
세계어린이집,대구광역시 달성군 다사읍 매곡로4길 36 ,0,0,0,0,9.0,0,35.86500199,128.4542579,40.57,69.30000000000001,0,0.3966379192550904,40.84840386555065
서재성모유치원,대구광역시 달성군 다사읍 서재로20길 28-1 ,0,0,0,0,9.0,0,35.870784,128.4999385,40.57,69.30000000000001,0,0.3966379192550904,40.84840386555065
대자연유치원,대구광역시 달성군 다사읍 서재본1길 9-10 ,4,0,0,0,9.0,0,35.873568,128.4950751,40.57,69.30000000000001,0,0.3966379192550904,40.84840386555065
은초롱어린이집,대구광역시 달성군 다사읍 서재본1길 11 ,0,0,0,0,9.0,0,35.87318281,128.495596,40.57,69.30000000000001,0,0.3966379192550904,40.84840386555065
죽곡어린이집,대구광역시 달성군 다사읍 달구벌대로174길 17-5 ,0,0,0,0,9.0,0,35.85792905,128.4620448,40.57,69.30000000000001,0,0.3966379192550904,40.84840386555065
대구해서초등학교,대구광역시 동구 팔공로 220-4 (봉무동),3,2,37,1,8.0,0,35.91807126,128.6430531,55.11,37.5,6,0.39612947389056824,40.74797965927947
백설어린이집,대구광역시 달성군 화원읍 비슬로502길 14 ,1,1,12,2,9.0,0,35.799048,128.4921745,49.99,69.30000000000001,12,0.3959061393576596,40.703868345133905
대구안일초등학교,대구광역시 동구 율하동로23길 66 (율하동),2,2,40,3,8.0,0,35.871415,128.6952236,45.96,247.25,0,0.39590480453316895,40.703604700897294
대구죽곡초등학교,대구광역시 달성군 다사읍 죽곡1길 18 ,6,7,74,24,9.0,0,35.85679928,128.463332,40.57,1041.8,0,0.3951890698932172,40.56223831596527
천내어린이집,대구광역시 달성군 화원읍 화원로7길 55 ,1,3,17,2,9.0,0,35.805797,128.496537,49.99,69.30000000000001,0,0.3947692576617398,40.47932024242028
사수초등학교,대구광역시 북구 내곡로 124 (사수동),3,4,30,2,9.0,0,35.90014717,128.5152503,59.66,4.75,8,0.3937502182552092,40.27804743967563
구지초등학교,대구광역시 달성군 구지면 창리로11길 45-11 ,6,4,21,3,9.0,0,35.66021157,128.4125564,50.3,168.0,4,0.39365508149111905,40.25925675991412
드림유치원,대구광역시 남구 대봉로30길 36-8 (이천동),0,0,0,0,8.0,0,35.85170781,128.6051265,41.53,69.30000000000001,6,0.3936012973390492,40.2486337290863
에벤에셀유치원,대구광역시 동구 금강로16길 25-12 (신서동),3,1,7,7,8.0,0,35.86436912,128.732369,45.96,69.30000000000001,0,0.3931589121605431,40.16125722117111
새동변어린이집,대구광역시 북구 동변로18길 25 (동변동),1,1,10,2,9.0,0,35.9204179,128.6060865,44.37,69.30000000000001,0,0.3931534464982567,40.16017768571822
신월초등학교,대구광역시 달서구 조암남로 100 (월성동),8,3,27,9,20.0,1,35.82059631,128.5224969,32.97,69.30000000000001,4,0.393107964031071,40.15119433964982
미소담어린이집,대구광역시 북구 매전로4길 10-20 (매천동),6,2,27,9,9.0,0,35.90807568,128.5425981,59.66,69.30000000000001,18,0.3930271217285701,40.13522699167444
욱수초등학교,대구광역시 수성구 신매로 20 (신매동),6,4,49,23,14.0,1,35.83137816,128.7077006,45.96,52.2,7,0.3929088983867951,40.111876429177656
 미키월드랜드어린이집,대구광역시 동구 동촌로45길 39 (방촌동),2,0,8,0,4.0,0,35.88328972,128.669149,38.96,69.30000000000001,0,0.39148330021225236,39.830303274754954
산격초등학교,대구광역시 북구 산격로10길 14 (산격동),4,3,41,10,9.0,1,35.89455033,128.6063965,35.18,65.25,12,0.3912901791989919,39.79215950194428
대구과학대학부설유치원,대구광역시 북구 영송로 15 (태전동),0,0,0,0,9.0,0,35.92684373,128.5440255,42.48,69.30000000000001,10,0.3907965211996388,39.69465598197209
드림아이유치원,대구광역시 달성군 다사읍 매곡로 92 ,0,0,0,0,9.0,0,35.86816274,128.4557523,40.57,69.30000000000001,5,0.39054035827948064,39.64406065801399
대구율금초등학교,대구광역시 동구 안심로16길 70 (율하동),5,5,61,5,20.0,1,35.86188781,128.6918367,45.96,18.0,13,0.3903728446023606,39.61097464870372
대구성지초등학교,대구광역시 달서구 새동네로 27 (용산동),2,2,33,9,20.0,0,35.85329006,128.5187152,33.27,809.0,17,0.38999908196442595,39.53715193565039
서동초등학교,대구광역시 달성군 다사읍 서재로7길 55 ,3,2,19,0,9.0,0,35.871804,128.4884318,40.57,204.0,0,0.38981285142271177,39.5003691156267
 대봉초등학교,대구광역시 남구 대봉로26길 33 (이천동),3,7,55,8,12.5,1,35.85166437,128.6048051,41.53,97.0,6,0.3893684695262447,39.412598231382475
성서예능어린이집,대구광역시 달서구 달구벌대로283길 26 (장기동),0,0,0,0,9.0,0,35.85195,128.5227,38.33,69.30000000000001,0,0.3891864315448705,39.376643493535866
에트라움어린이집,대구광역시 북구 학남로1길 29 (학정동),0,0,0,0,9.0,0,35.951241,128.566044,44.54,69.30000000000001,17,0.3891126432815767,39.362069404970086
동호어린이집,대구광역시 동구 안심로51길 120 (동호동),0,0,0,0,8.0,0,35.871609,128.713137,44.54,69.30000000000001,18,0.38898008760819386,39.335888030893194
남도어린이집,대구광역시 남구 장전3길 132 (대명동),5,6,41,9,7.0,1,35.84234083,128.5781777,35.31,69.30000000000001,3,0.3883331759156979,39.20811502364489
더플로우유치원,대구광역시 동구 반야월북로 189-30 (각산동),2,1,21,4,9.0,0,35.87588,128.7188,45.96,69.30000000000001,0,0.3879130771341311,39.1251403529367
동그라미어린이집,대구광역시 달성군 화원읍 비슬로500길 10 ,2,1,10,1,9.0,0,35.798826,128.4911558,49.99,69.30000000000001,21,0.38790560748318204,39.123665005101856
매곡초등학교,대구광역시 달성군 다사읍 대실역북로3길 6 ,0,0,0,0,9.0,0,35.86224983,128.4681199,40.57,66.2,7,0.38768466722257006,39.08002658915099
예일유치원,"대구광역시 북구 대천로7길 40 (읍내동, 칠곡산호한양아파트)",0,0,0,0,9.0,0,35.94103818,128.5557731,37.86,69.30000000000001,0,0.3876229497485297,39.067836629764905
정원어린이집,대구광역시 북구 칠곡중앙대로126길 21-24 (읍내동),0,0,0,0,9.0,0,35.94901771,128.555012,37.86,69.30000000000001,0,0.3876229497485297,39.067836629764905
온누리유치원,대구광역시 동구 안심로7길 21 (용계동),1,1,6,4,12.0,0,35.87241375,128.693319,45.96,69.30000000000001,6,0.3871482185103315,38.974071377655676
아인유치원,대구광역시 동구 화랑로 558 (용계동),1,0,2,0,30.0,0,35.87433428,128.684644,45.96,69.30000000000001,3,0.38677502680096615,38.90036143000924
월배초등학교,대구광역시 달서구 월배로 131 (진천동),6,7,73,17,35.0,2,35.81642334,128.5283129,30.92,69.30000000000001,8,0.38667933426958123,38.88146097937883
 무열대유치원,대구광역시 수성구 무열로 56 (만촌동),1,0,4,0,14.0,0,35.86333136,128.6518315,39.84,69.30000000000001,0,0.38615792759663975,38.77847675545173
수성어린이집,대구광역시 수성구 명덕로76길 80-1 (수성동1가),1,1,10,1,8.0,0,35.851047,128.611237,35.25,230.6,1,0.38602946505538394,38.75310382525829
대구지묘초등학교,대구광역시 동구 파계로6길 54-3 (지묘동),5,3,28,11,6.0,0,35.942816,128.6389777,55.62,13.25,1,0.38580926718500913,38.70961204050031
아이엠어린이집,대구광역시 달성군 다사읍 다사로 103-8 ,0,0,0,0,9.0,0,35.86947794,128.4568706,40.57,69.30000000000001,9,0.38566230949899283,38.680586091984665
대구감삼초등학교,대구광역시 달서구 당산로 123 (감삼동),8,4,41,13,6.0,1,35.84917998,128.5451459,34.48,22.0,4,0.3849153843727304,38.53305920279883
대구용천초등학교,대구광역시 달서구 조암남로32길 55 (유천동),2,3,26,5,15.0,1,35.81972464,128.5125985,30.92,62.2,15,0.3846752418146432,38.485628097176495
대구다사초등학교,대구광역시 달성군 다사읍 다사로 86 ,7,2,18,4,9.0,0,35.8694288,128.4584848,40.57,244.4,4,0.3843524491099157,38.421872572150015
서대구공단어린이집,대구광역시 서구 평리로35길 10 (중리동),7,1,12,4,12.0,0,35.860846,128.5435966,50.57,69.30000000000001,18,0.38392426635620197,38.33730121762283
와룡초등학교,대구광역시 달서구 선원남로 22 (이곡동),1,2,12,4,25.0,0,35.85706992,128.5018556,34.32,539.8,9,0.3837021371722895,38.29342797471296
대구봉무초등학교,대구광역시 동구 팔공로53길 30 (봉무동),2,4,35,0,20.0,0,35.92580074,128.637412,55.11,165.75,12,0.3834819035663933,38.24992913175044
아름그루 유치원,대구광역시 남구 효동길 91 (봉덕동),0,0,0,0,7.0,0,35.83634242,128.6010992,37.09,69.30000000000001,4,0.38235736511113205,38.027818970716396
용산초등학교,대구광역시 달서구 와룡로49길 80 (용산동),6,3,40,21,6.0,1,35.85522492,128.5320158,33.27,69.30000000000001,3,0.3820381617373919,37.964772382658566
숲속예은유치원,대구광역시 달성군 다사읍 죽곡2길 35 ,0,0,0,0,9.0,0,35.85542956,128.4625278,40.57,69.30000000000001,12,0.38200377291362697,37.957980167462665
대구아이누리유치원,대구광역시 달성군 논공읍 논공로15길 20-14 ,0,0,0,0,9.0,0,35.86383095,128.4662651,40.57,69.30000000000001,12,0.38200377291362697,37.957980167462665
효성유치원,대구광역시 북구 동암로37길 17 (국우동),3,1,13,8,9.0,0,35.9448653,128.5710848,44.54,69.30000000000001,0,0.3817563443681202,37.90910998980907
대구불로초등학교,대구광역시 동구 방천로3길 19 (불로동),4,4,19,14,6.0,0,35.89747918,128.6335014,55.11,24.0,0,0.3814149782436587,37.84168598619142
운암초등학교,대구광역시 북구 대천로 148 (구암동),0,0,0,0,9.0,0,35.93569893,128.5656283,31.82,380.25,23,0.38127611973794867,37.814259725293084
혜민어린이집,대구광역시 달성군 화원읍 명천로 231 (명곡미래빌 2단지),0,0,0,0,9.0,0,35.84813,128.4836,35.93,69.30000000000001,0,0.38120269471249196,37.799757380662875
어울림유치원,대구광역시 달성군 다사읍 매곡로4길 26-1 ,2,1,4,4,9.0,0,35.86444559,128.4552346,40.57,69.30000000000001,0,0.3811044301585172,37.780348923971005
매호초등학교,대구광역시 수성구 달구벌대로647길 30 (매호동),4,3,74,22,12.5,1,35.841593,128.7121173,41.83,116.6,7,0.3810180931619312,37.76329630640583
세종유치원,대구광역시 달성군 다사읍 다사로4길 1 ,0,0,0,0,9.0,0,35.86461,128.4603,40.57,69.30000000000001,13,0.380784260718505,37.71711152595533
도원초등학교,대구광역시 달서구 도원남로 100-30 (도원동),2,3,33,16,15.0,1,35.80474345,128.5421325,31.93,104.4,7,0.3805504323843276,37.67092755713197
박애어린이집,대구광역시 남구 대명서2길 45 (대명동),0,0,0,0,8.0,0,35.83199279,128.5626801,35.31,69.30000000000001,0,0.3802271858858667,37.60708240226781
성당초등학교,대구광역시 달서구 대명천로 118 (본리동),4,3,35,8,15.0,1,35.840575,128.5472918,32.6,19.6,10,0.37974776165401525,37.51239022625377
만촌아이숲유치원,대구광역시 수성구 달구벌대로522길 166 (만촌동),2,2,8,0,6.0,0,35.851383,128.6441543,39.84,69.30000000000001,0,0.3797367573406462,37.510216739164
안드레아유치원,대구광역시 달성군 현풍읍 현풍동로 10 ,1,3,26,14,9.0,0,35.6922568,128.4482242,56.15,69.30000000000001,8,0.3796169008365793,37.486543607049455
해와달어린이집,대구광역시 북구 도남길 57-1 (국우동),1,2,12,6,9.0,0,35.9540283,128.5805954,44.54,69.30000000000001,0,0.3794938833089302,37.46224613394099
하늘유치원,대구광역시 수성구 노변공원로3길 10 (노변동),4,2,13,2,6.5,0,35.840338,128.699972,41.83,69.30000000000001,0,0.3792087661659073,37.40593199523448
대구황금유치원,대구광역시 수성구 청호로 286 (황금동),2,2,21,1,20.5,0,35.84474548,128.6416364,42.36,249.6,6,0.37910426968257355,37.3852926559285
 사랑어린이집,대구광역시 북구 칠곡중앙대로126길 3 (읍내동),0,0,0,0,9.0,0,35.9511061,128.553947,37.86,69.30000000000001,7,0.379086364382676,37.38175613921358
북부초등학교,대구광역시 북구 동천로 20 (동천동),0,0,0,0,9.0,0,35.9334558,128.559215,29.97,273.0,8,0.37899934960917436,37.36456965238036
전원어린이집,대구광역시 수성구 유니버시아드로68길 16 (욱수동),1,1,14,3,5.0,0,35.82787864,128.706676,41.83,69.30000000000001,5,0.37867076769876296,37.299670688104925
대구새론초등학교,대구광역시 동구 과학로13길 5 (각산동),2,2,24,0,8.0,0,35.88380453,128.717223,45.96,94.0,10,0.37857885402200575,37.281516607690634
아름다운유치원,대구광역시 동구 동호로2길 37-17 (동호동),3,1,14,3,9.0,0,35.86536,128.7245,44.54,69.30000000000001,9,0.3784598623378793,37.25801428813955
대구교육대학 부설초등학교,대구광역시 달서구 도원남로 19 (도원동),3,2,27,1,25.0,1,35.80596789,128.5323817,31.93,69.30000000000001,25,0.3781871393641172,37.20414815013725
파란하늘유치원,대구광역시 동구 금호강변로3길 14 (율하동),3,2,20,0,9.0,0,35.86937,128.6891,45.96,69.30000000000001,9,0.37800833965217684,37.16883301028933
산돌유치원,대구광역시 동구 방촌로17길 26 (방촌동),2,1,6,2,9.0,0,35.88621,128.6637,38.96,69.30000000000001,0,0.3777735954851767,37.122468153231516
삼덕어린이집,대구광역시 수성구 청호로46길 5-2 (황금동),2,0,7,2,6.5,0,35.83869544,128.6407496,42.36,13.0,10,0.37763474877562264,37.09504422221892
꿈이있는 숲속유치원(꿈숲유치원),대구광역시 달성군 다사읍 다사로 64 ,0,0,0,0,9.0,0,35.86624596,128.4591398,40.57,69.30000000000001,16,0.37712572413313916,36.99450560143334
 웃는아이어린이집,대구광역시 북구 학정로 110-22 (태전동),1,2,7,1,9.0,0,35.9171941,128.5520429,42.48,69.30000000000001,7,0.3757089518660015,36.714675672158556
대구신천초등학교,대구광역시 동구 송라로6길 5 (신천동),7,5,55,4,6.0,1,35.871649,128.6210093,34.22,25.75,11,0.3756090479367607,36.694943418710224
매천초등학교,대구광역시 북구 매천로 179 (매천동),4,6,39,3,9.0,0,35.91332533,128.5410377,59.66,44.5,11,0.3753799064713707,36.649685164055406
 효성어린이집,대구광역시 동구 효목로19길 9-6 (효목동),0,0,0,0,8.0,0,35.881296,128.641876,34.53,69.30000000000001,2,0.37519344702509977,36.612857132569424
 대명초등학교,대구광역시 남구 대명로 100 (대명동),5,9,68,11,8.0,1,35.83886877,128.5688886,35.31,244.0,0,0.37463905403982106,36.503357706684696
리오바어린이집,대구광역시 수성구 달구벌대로528길 15 (만촌동),1,0,0,4,15.0,0,35.8552529,128.6496113,39.84,69.30000000000001,6,0.3737040536674088,36.31868364568503
사과나무유치원,대구광역시 동구 아양로8길 31-4 (신암동),0,0,0,0,6.0,0,35.87987577,128.620657,34.16,69.30000000000001,4,0.3736975095833424,36.317391108681065
청수유치원,대구광역시 수성구 달구벌대로504길 20 (범어동),1,0,2,0,15.0,0,35.856896,128.638055,36.68,52.4,0,0.3735959567508781,36.29733317658761
해맑은유치원,대구광역시 달성군 다사읍 왕선로 41 ,0,0,0,0,9.0,0,35.8631537,128.4640509,40.57,69.30000000000001,19,0.37346718754777336,36.27189967691135
사랑유치원,대구광역시 달서구 야외음악당로41길 68 (두류동),0,0,0,0,6.0,0,35.8568666,128.5560843,32.95,69.30000000000001,1,0.3733309121823841,36.24498361796293
정원유치원,대구광역시 동구 이노밸리로29길 76 (각산동),2,2,28,1,7.0,0,35.88593571,128.7137965,45.96,69.30000000000001,9,0.37328194116917535,36.235311241194566
대구성보학교,대구광역시 북구 동북로71길 9-45 (복현동),1,1,6,2,9.0,0,35.89408427,128.6302775,37.46,69.30000000000001,0,0.3727837599649402,36.136914332685905
보나유치원,대구광역시 중구 남산로7길 86 (남산동),2,0,0,0,9.0,0,35.860456,128.579243,33.32,69.30000000000001,0,0.3725203809072804,36.08489373291351
청동어린이집,대구광역시 남구 이천로28길 42-33 (이천동),1,3,5,3,6.0,0,35.85359762,128.6000087,41.53,69.30000000000001,3,0.37241271893051014,36.063629169762464
온뜨레피움어린이집,대구광역시 동구 아양로 213-6 (신암동),1,0,4,0,6.0,0,35.88711021,128.6367229,34.16,69.30000000000001,3,0.37230019934855785,36.04140516990725
 나래영재어린이집,대구광역시 북구 대불서길 18-6 (산격동),0,0,0,0,9.0,0,35.90119246,128.6145454,35.18,69.30000000000001,6,0.371390703781642,35.86176862134609
시지어린이집,대구광역시 수성구 고산로 160-15 (매호동),1,1,8,3,11.0,0,35.84478308,128.707746,41.83,43.4,6,0.3713735672223671,35.8583839403489
대구동촌초등학교,대구광역시 동구 동촌로 168 (방촌동),2,1,20,1,8.0,0,35.882087,128.658952,38.96,69.30000000000001,0,0.37136834016890957,35.857351533071274
해피아이어린이집,대구광역시 달성군 다사읍 대실역북로 96 ,0,0,0,0,9.0,0,35.86383242,128.4651405,40.57,69.30000000000001,21,0.37102816315752946,35.79016239389669
대구가톨릭대학교부설유치원,대구광역시 동구 안심로 300 (동호동),3,1,7,2,20.0,0,35.865592,128.7176258,44.54,69.30000000000001,11,0.3703104221275081,35.64839972227533
 문화어린이집,대구광역시 달서구 송현로7길 51-16 (상인동),3,0,10,3,9.0,0,35.81851,128.5473,36.08,69.30000000000001,0,0.3701596221897493,35.618614881834496
꿈꽃어린이집,대구광역시 동구 송라로 110 (신암동),1,0,6,0,8.0,0,35.876872,128.616848,34.16,69.30000000000001,2,0.37003738728524826,35.594471986413105
용산유치원,대구광역시 달서구 선원로55길 11-8 (용산동),4,2,10,2,6.0,0,35.85948655,128.5226867,33.27,239.6,6,0.3688122449892284,35.35249133080681
성북초등학교,대구광역시 북구 호국로57길 42 (서변동),4,3,32,5,9.0,0,35.92641014,128.5942114,44.37,125.25,0,0.36878108442409324,35.3463367363528
대구월암초등학교,대구광역시 달서구 조암로6길 55 (월성동),6,11,98,17,10.0,2,35.828572,128.5217032,32.97,69.30000000000001,17,0.36834193924770264,35.259600168662196
대구본리초등학교,대구광역시 달서구 장기로 198 (감삼동),7,4,33,16,8.0,1,35.84457103,128.5386403,34.48,21.6,16,0.3682872064067416,35.24878976012274
큰별어린이집,대구광역시 달서구 선원로23북길 16-10 (이곡동),1,0,4,2,6.0,0,35.86111393,128.5046831,34.32,69.30000000000001,4,0.36827960294226114,35.247287982471406
대구포산초등학교,대구광역시 달성군 현풍읍 테크노북로 80 ,3,4,60,0,9.0,0,35.69487555,128.4526294,56.15,4.2,6,0.3681462679059509,35.220952674641076
꽃동산유치원,대구광역시 동구 동촌로48길 24-7 (방촌동),3,1,12,6,6.0,0,35.880095,128.665058,38.96,69.30000000000001,2,0.3680035403486237,35.19276222851305
대곡유치원,대구광역시 달서구 도원로 42 (도원동),0,0,0,0,30.0,0,35.80600034,128.5352145,31.93,514.0,31,0.3670370070295697,35.00186002313672
인지초등학교,대구광역시 서구 서대구로66길 20 (비산동),10,2,13,10,8.0,0,35.88618347,128.5672852,35.36,248.0,0,0.3667409913769794,34.943393294891166
다솜유치원,대구광역시 북구 복현로20길 20 (복현동),4,1,13,3,9.0,0,35.9008908,128.6222078,37.46,69.30000000000001,0,0.366537654045937,34.90323167380052
상원초등학교,대구광역시 달서구 월곡로20길 15 (상인동),7,7,36,11,8.0,1,35.80636651,128.5506746,36.08,69.30000000000001,17,0.3664221922666894,34.88042655383153
키즈오르다어린이집,대구광역시 동구 국채보상로165길 31 (신천동),1,0,9,2,9.0,0,35.8697,128.6158,34.22,69.30000000000001,0,0.36629309841879926,34.85492893282157
더플로우어린이집,대구광역시 남구 대봉로30길 40 (이천동),1,3,10,2,8.0,0,35.85214855,128.605307,41.53,69.30000000000001,5,0.3661954201260715,34.83563626992881
예일어린이집,대구광역시 동구 동부로 67-1 (신천동),1,0,6,0,6.0,0,35.875539,128.619791,34.22,69.30000000000001,8,0.36509382057880424,34.61805682505183
 예나유치원,"대구광역시 수성구 욱수천로 133 (사월동, 시지2차사월보성타운)",1,1,12,4,15.0,0,35.840293,128.7162017,41.83,2.2,0,0.36452169080096697,34.50505416472191
아이별어린이집,대구광역시 북구 고성로34길 63 (고성동2가),0,0,0,0,9.0,0,35.8799004,128.5868329,32.37,69.30000000000001,4,0.3644821029639761,34.49723508053862
이곡초등학교,대구광역시 달서구 선원남로 120 (이곡동),0,0,0,0,25.0,0,35.85684832,128.5137344,34.32,157.4,5,0.36419947044679796,34.441411685962656
이노유치원,대구광역시 달서구 조암남로20길 54 (월성동),0,0,0,0,8.0,0,35.82184592,128.5211982,32.97,69.30000000000001,7,0.363906457108444,34.383537951665325
가람유치원,"대구광역시 북구 칠곡중앙대로52길 20 (태전동, 삼성아파트)",2,3,13,5,9.0,0,35.9198599,128.548361,42.48,69.30000000000001,3,0.3637451003349628,34.35166800646766
학남초등학교,대구광역시 북구 학정동로 23 (국우동),2,3,23,4,9.0,0,35.9462397,128.5662836,44.54,69.30000000000001,5,0.3632833939844108,34.26047532969279
백합어린이집,대구광역시 중구 남산로4길 111 (남산동),1,0,12,0,10.5,0,35.86232188,128.5860582,33.32,69.30000000000001,0,0.363039478834952,34.21229909092437
향뜰어린이집,대구광역시 수성구 천을로 125 (매호동),1,0,8,6,15.0,0,35.844194,128.7042808,41.83,2.4,6,0.36276498844723853,34.15808386695217
