시설명,주소,구역지정수,시설물 CCTV 수,시설물 도로표지판 수,시설물 과속방지턱 수,보호구역도로폭,사고건수,위도,경도,읍면동
 글로벌씨앤씨어린이집,대구광역시 달서구 월곡로 113-15 (도원동),4,2,13,5,8,1,35.80674904,128.5490396,도원동
노전초등학교,대구광역시 달서구 한실로 43 (도원동),2,1,19,0,25,0,35.80816336,128.5312014,도원동
대곡유치원,대구광역시 달서구 도원로 42 (도원동),0,0,0,0,30,0,35.80600034,128.5352145,도원동
대곡초등학교,대구광역시 달서구 도원남로 60 (도원동),5,5,49,12,25,0,35.8032986,128.5357486,도원동
대구교육대학 부설초등학교,대구광역시 달서구 도원남로 19 (도원동),3,2,27,1,25,1,35.80596789,128.5323817,도원동
도원유치원,대구광역시 달서구 한실로 137 (도원동),1,1,12,0,15,1,35.80474345,128.5421325,도원동
도원초등학교,대구광역시 달서구 도원남로 100-30 (도원동),2,3,33,16,15,1,35.80474345,128.5421325,도원동
해오름유치원,대구광역시 달서구 도원남로 54 (도원동),0,0,0,0,25,0,35.80397398,128.5348468,도원동
동인초등학교,대구광역시 중구 국채보상로 728 (동인동4가),3,5,23,1,10,0,35.86808366,128.6095066,동인동
동평초등학교,대구광역시 북구 동천로 84 (동천동),1,3,19,6,,1,35.93900093,128.5608217,동천동
미래유치원,"대구광역시 북구 팔거천동로 104 (동천동, 칠곡2차보성서한타운)",0,0,0,0,,0,35.93270726,128.5563899,동천동
북부초등학교,대구광역시 북구 동천로 20 (동천동),0,0,0,0,,0,35.9334558,128.559215,동천동
아인슈타인어린이집,대구광역시 북구 동천로 5-13 (동천동),3,2,23,4,,0,35.93229877,128.5569404,동천동
한림유치원,"대구광역시 북구 대천로 101 (동천동, 칠곡3차화성타운)",0,0,0,0,,1,35.93701371,128.5603526,동천동
함지초등학교,대구광역시 북구 동천로 33 (동천동),4,6,42,6,,0,35.93475358,128.5578616,동천동
환타랜드유치원,대구광역시 북구 대천로18길 6 (동천동),4,4,21,5,,0,35.9364615,128.5580673,동천동
대구입석초등학교,대구광역시 동구 아양로 300 (입석동),1,1,21,0,30,0,35.89069277,128.6439976,동촌동
봄어린이집,대구광역시 동구 동촌로11길 5 (입석동),4,2,10,1,6,0,35.889957,128.649666,동촌동
금봉어린이집,대구광역시 달서구 야외음악당로39안길 61 (두류동),1,0,6,2,6,0,35.85183709,128.5522074,두류동
기쁨어린이집,대구광역시 달서구 야외음악당로39길 41 (두류동),3,1,12,3,8,1,35.85384614,128.5543582,두류동
다애어린이집,대구광역시 달서구 명덕로2길 87 (두류동),3,1,12,2,6,0,35.85815248,128.5706752,두류동
대구내당초등학교,대구광역시 달서구 명덕로 22-9 (두류동),6,3,31,12,6,0,35.86063851,128.5723871,두류동
대구성남초등학교,대구광역시 달서구 성당로47길 35 (두류동),5,6,27,10,8,0,35.85332922,128.5722902,두류동
사랑유치원,대구광역시 달서구 야외음악당로41길 68 (두류동),0,0,0,0,6,0,35.8568666,128.5560843,두류동
신흥초등학교,대구광역시 달서구 두류공원로 257 (두류동),5,5,33,6,8,0,35.85636069,128.5563354,두류동
큐리어스어린이집,대구광역시 달서구 당산로30길 42-7 (두류동),1,1,3,1,8,0,35.84727082,128.5514561,두류동
꿈나무어린이집,대구광역시 수성구 들안로2안길 27-15 (두산동),3,2,12,4,6,0,35.832741,128.6192884,두산동
들안길초등학교,대구광역시 수성구 들안로16길 58 (두산동),11,11,79,23,13,1,35.83886793,128.618451,두산동
모란어린이집,대구광역시 수성구 지산로3길 115 (두산동),3,3,13,4,8,0,35.82497799,128.626288,두산동
화니어린이집,대구광역시 수성구 동대구로7길 14-14 (두산동),2,1,11,4,7,0,35.834238,128.622789,두산동
 무열대유치원,대구광역시 수성구 무열로 56 (만촌동),1,0,4,0,14,0,35.86333136,128.6518315,만촌동
김샘학원 ,대구광역시 수성구 달구벌대로525길 6 (만촌동),1,1,5,2,10,0,35.85733531,128.650123,만촌동
뉴대구어린이집,대구광역시 수성구 교학로 54-1 (만촌동),1,0,7,2,8,1,35.85091038,128.6528587,만촌동
대청초등학교,대구광역시 수성구 교학로12길 42 (만촌동),5,5,45,11,10.5,1,35.85090774,128.6501668,만촌동
동문초등학교,대구광역시 수성구 효행로2길 111 (만촌동),5,6,55,15,14,2,35.874856,128.6524257,만촌동
동신유치원,대구광역시 수성구 교학로4길 39 (만촌동),2,2,13,5,7.5,0,35.854779,128.6507608,만촌동
동원초등학교,대구광역시 수성구 국채보상로 1000 (만촌동),2,1,35,4,25,0,35.86486838,128.639886,만촌동
리오바어린이집,대구광역시 수성구 달구벌대로528길 15 (만촌동),1,0,0,4,15,0,35.8552529,128.6496113,만촌동
만촌아이숲유치원,대구광역시 수성구 달구벌대로522길 166 (만촌동),2,2,8,0,6,0,35.851383,128.6441543,만촌동
만촌어린이집,대구광역시 수성구 만촌로14길 11-2 (만촌동),1,2,9,2,8,0,35.865971,128.644057,만촌동
만촌초등학교,대구광역시 수성구 국채보상로214길 33 (만촌동),5,4,39,14,8,0,35.86669044,128.6479211,만촌동
보노유치원,대구광역시 수성구 국채보상로 955-2 (만촌동),2,1,15,0,17,0,35.86791183,128.6353033,만촌동
은성어린이집,대구광역시 수성구 교학로7길 16 (만촌동),1,2,5,1,,1,35.85202,128.653,만촌동
중앙초등학교,대구광역시 수성구 만촌로 125 (만촌동),3,5,35,10,17,0,35.87001293,128.6403507,만촌동
프랜즈유치원,대구광역시 수성구 국채보상로200길 9 (만촌동),2,3,14,7,8,0,35.86536904,128.640441,만촌동
 무태어린이집,대구광역시 북구 서변로3길 79-8 (서변동),8,5,27,2,,0,35.92329453,128.5957434,무태조야동
 튼튼한어린이집,대구광역시 북구 동변로20길 30-1 (동변동),0,0,0,0,,0,35.92309743,128.601318,무태조야동
동변초등학교,대구광역시 북구 동변로 60 (동변동),2,3,43,3,,0,35.91913074,128.6041638,무태조야동
동서변유치원,대구광역시 북구 서변로3길 59 (서변동),0,0,0,0,,0,35.9219561,128.5946241,무태조야동
북구어린이집,대구광역시 북구 환성정길 17-2 (서변동),0,0,0,0,,0,35.922829,128.5945198,무태조야동
새동변어린이집,대구광역시 북구 동변로18길 25 (동변동),1,1,10,2,,0,35.9204179,128.6060865,무태조야동
서변초등학교,대구광역시 북구 호국로43길 35 (서변동),7,6,37,7,,0,35.92075558,128.5950281,무태조야동
성북초등학교,대구광역시 북구 호국로57길 42 (서변동),4,3,32,5,,0,35.92641014,128.5942114,무태조야동
신명유치원,대구광역시 북구 동변로20길 15 (동변동),4,8,18,3,,0,35.9219255,128.6020137,무태조야동
연경초등학교,대구광역시 북구 연경중앙로11길 19 (연경동),5,0,53,4,,0,35.9457235,128.616056,무태조야동
 미키월드랜드어린이집,대구광역시 동구 동촌로45길 39 (방촌동),2,0,8,0,4,0,35.88328972,128.669149,방촌동
꽃동산유치원,대구광역시 동구 동촌로48길 24-7 (방촌동),3,1,12,6,6,0,35.880095,128.665058,방촌동
나현유치원,대구광역시 동구 화랑로88길 90 (방촌동),3,2,20,8,15,0,35.87540844,128.6644884,방촌동
대구동촌초등학교,대구광역시 동구 동촌로 168 (방촌동),2,1,20,1,8,0,35.882087,128.658952,방촌동
대구방촌초등학교,대구광역시 동구 동촌로42길 35-14 (방촌동),4,5,24,5,8,0,35.88065514,128.6630347,방촌동
대구용호초등학교,대구광역시 동구 동촌로56길 82 (방촌동),5,4,30,8,8,1,35.87735702,128.6723772,방촌동
산돌유치원,대구광역시 동구 방촌로17길 26 (방촌동),2,1,6,2,,0,35.88621,128.6637,방촌동
범물초등학교,대구광역시 수성구 지범로41길 33 (범물동),3,5,48,14,13.5,0,35.82148442,128.6448572,범물동
범일초등학교,대구광역시 수성구 범안로4길 22 (범물동),4,5,38,14,10,0,35.81631492,128.6388291,범물동
복명초등학교,대구광역시 수성구 범안로20길 8 (범물동),4,5,28,8,10,1,35.817658,128.647227,범물동
사랑숲유치원,"대구광역시 수성구 용학로 272 (범물동, 범물창신태성한라맨션)",2,2,26,2,15,0,35.82049947,128.6393843,범물동
삼덕유치원,대구광역시 수성구 지범로48길 27 (범물동),3,3,21,5,10,0,35.81448071,128.6438055,범물동
하늘빛유치원,"대구광역시 수성구 지범로40길 11 (범물동, 서한화성아파트)",1,1,7,4,15,0,35.81849094,128.6426091,범물동
 마리아유치원,대구광역시 수성구 범어천로 90 (범어동),4,16,60,14,16.5,1,35.85676822,128.6229808,범어동
경동초등학교,대구광역시 수성구 청호로76길 12 (범어동),3,4,47,11,10,0,35.85220526,128.6393816,범어동
계성어린이집,대구광역시 수성구 범어로 157 (범어동),1,1,17,4,20,0,35.863437,128.635247,범어동
금강 유치원,대구광역시 수성구 동대구로50길 108 (범어동),1,1,3,0,15,0,35.84938355,128.628768,범어동
덕일어린이집,대구광역시 수성구 청호로92길 26 (범어동),2,2,14,4,7,0,35.855408,128.643261,범어동
동도초등학교,대구광역시 수성구 동대구로57길 8 (범어동),5,3,36,6,8,1,35.8570927,128.624038,범어동
동산초등학교,대구광역시 수성구 동대구로42길 29 (범어동),3,5,24,17,9,0,35.849159,128.6280729,범어동
동천초등학교,대구광역시 수성구 상록로16길 20 (범어동),6,5,64,18,13.5,0,35.86584544,128.6252838,범어동
범어유치원,대구광역시 수성구 국채보상로186길 121 (범어동),1,2,8,5,8,0,35.86301225,128.634317,범어동
범어초등학교,대구광역시 수성구 달구벌대로489길 55 (범어동),6,7,53,9,10,0,35.86056415,128.6334733,범어동
아일랜드유치원,대구광역시 수성구 국채보상로 990-10 (범어동),3,3,12,1,6,0,35.86539414,128.638346,범어동
청수유치원,대구광역시 수성구 달구벌대로504길 20 (범어동),1,0,2,0,15,0,35.856896,128.638055,범어동
 경진초등학교,대구광역시 북구 경진로12길 5 (복현동),5,6,39,10,,0,35.89202775,128.6170922,복현동
경전유치원,대구광역시 북구 복현로 11 (복현동),1,3,11,0,,1,35.893506,128.6227636,복현동
다솜유치원,대구광역시 북구 복현로20길 20 (복현동),4,1,13,3,,0,35.9008908,128.6222078,복현동
대구성보학교,대구광역시 북구 동북로71길 9-45 (복현동),1,1,6,2,,0,35.89408427,128.6302775,복현동
문성초등학교,대구광역시 북구 복현로 180 (복현동),6,5,33,4,,0,35.9058108,128.6203544,복현동
복현초등학교,대구광역시 북구 공항로 58 (복현동),3,4,44,5,,0,35.8976053,128.6215383,복현동
세계제일어린이집,대구광역시 북구 복현로20길 73-1 (복현동),3,3,11,1,,0,35.90617,128.6213,복현동
칼라풀어린이집,대구광역시 북구 복현로2길 34 (복현동),2,2,16,4,,1,35.8920708,128.6257607,복현동
 본영어린이집,대구광역시 달서구 와룡로2길 16 (본동),2,0,12,3,8,0,35.83380938,128.5385895,본동
대구남송초등학교,대구광역시 달서구 송현로 192 (본동),4,7,57,9,20,0,35.83490543,128.5453631,본동
 대광어린이집,대구광역시 달서구 용산로4길 32 (본리동),2,2,7,9,6,1,35.83843377,128.532385,본리동
 대구과학어린이집,대구광역시 달서구 와룡로15길 62 (본리동),2,2,12,6,,1,35.83986,128.5336,본리동
덕인초등학교,대구광역시 달서구 대명천로43길 66 (본리동),7,10,29,11,8,1,35.83856881,128.5344708,본리동
롯데가야유치원,"대구광역시 달서구 대명천로 101 (본리동, 본리 롯데캐슬)",2,2,24,8,15,0,35.83903418,128.5471926,본리동
성당초등학교,대구광역시 달서구 대명천로 118 (본리동),4,3,35,8,15,1,35.840575,128.5472918,본리동
스카이유치원,대구광역시 달서구 당산로 12 (본리동),2,1,11,2,,0,35.8386,128.5451,본리동
아이위드유치원,대구광역시 달서구 장기로 173 (본리동),1,1,16,3,15,4,35.84256383,128.5420251,본리동
 효명초등학교,대구광역시 남구 앞산순환로 707 (봉덕동),8,11,79,10,17.5,0,35.83464799,128.6010893,봉덕동
꼬마또래 어린이집,대구광역시 남구 효동2길 16 (봉덕동),0,0,0,0,10,1,35.83768718,128.600747,봉덕동
봉덕초등학교,대구광역시 남구 효성로 71 (봉덕동),8,10,107,15,11.5,1,35.83968058,128.5968435,봉덕동
아름그루 유치원,대구광역시 남구 효동길 91 (봉덕동),0,0,0,0,7,0,35.83634242,128.6010992,봉덕동
아이린유치원,대구광역시 남구 효동길 14 (봉덕동),1,2,14,3,10,1,35.83962775,128.5996262,봉덕동
참좋은 유치원,대구광역시 남구 삼정2길 36 (봉덕동),1,1,6,1,40,1,35.83858034,128.5948414,봉덕동
참좋은어린이집,대구광역시 남구 중앙대로 126 (봉덕동),1,2,15,0,40,0,35.84435136,128.5910004,봉덕동
대구봉무초등학교,대구광역시 동구 팔공로53길 30 (봉무동),2,4,35,0,20,0,35.92580074,128.637412,봉무동
대구불로초등학교,대구광역시 동구 방천로3길 19 (불로동),4,4,19,14,6,0,35.89747918,128.6335014,봉무동
대구영신초등학교,대구광역시 동구 팔공로50길 32 (봉무동),4,0,14,2,8,0,35.92000422,128.646424,봉무동
대구해서초등학교,대구광역시 동구 팔공로 220-4 (봉무동),3,2,37,1,8,0,35.91807126,128.6430531,봉무동
으뜸유치원,대구광역시 동구 위남로2길 38 (봉무동),1,1,9,3,6,0,35.93073599,128.6349831,봉무동
이본유치원,대구광역시 동구 팔공로34길 27 (불로동),2,1,6,0,4,0,35.91440895,128.6442396,봉무동
호수유치원,대구광역시 동구 팔공로68길 4-5 (봉무동),1,0,3,0,8,0,35.92953955,128.642874,봉무동
경북대학교 사범대학 부설초등학교,대구광역시 중구 달구벌대로 2150 (봉산동),2,2,12,2,8,0,35.86358293,128.5980661,성내동
대구초등학교,대구광역시 중구 명륜로23길 80 (봉산동),4,8,45,11,7.5,0,35.8640369,128.5953696,성내동
달서유치원,대구광역시 서구 국채보상로 342 (비산동),7,3,24,6,35,0,35.871551,128.568131,비산동
대성초등학교,대구광역시 서구 국채보상로 426 (비산동),7,8,34,5,35,0,35.87040591,128.5771526,비산동
북비산초등학교,대구광역시 서구 통학로48길 7 (비산동),14,7,22,11,14,0,35.88154552,128.5645921,비산동
비봉초등학교,대구광역시 서구 달서로45길 30 (비산동),16,4,12,14,10,0,35.88276492,128.568631,비산동
서대구초등학교,대구광역시 서구 서대구로63길 28-13 (비산동),13,4,26,14,20,0,35.8894468,128.5577335,비산동
서부초등학교,대구광역시 서구 달서로26길 25 (비산동),15,7,25,23,13,0,35.87387969,128.5737138,비산동
아이성어린이집,대구광역시 서구 국채보상로83길 49 (비산동),5,3,9,1,6,0,35.8756384,128.5761491,비산동
인지초등학교,대구광역시 서구 서대구로66길 20 (비산동),10,2,13,10,8,0,35.88618347,128.5672852,비산동
행복이가득한어린이집,대구광역시 서구 달서천로53길 18 (비산동),7,2,21,7,15,0,35.88566184,128.56224,비산동
 나래영재어린이집,대구광역시 북구 대불서길 18-6 (산격동),0,0,0,0,,0,35.90119246,128.6145454,산격동
 영지어린이집,대구광역시 북구 산격로서9길 6-1 (산격동),3,4,23,4,,0,35.8952123,128.6022434,산격동
대산초등학교,대구광역시 북구 신천동로 900 (산격동),5,3,23,7,,0,35.89611402,128.5931912,산격동
대원유치원,대구광역시 북구 동북로26길 26 (산격동),4,3,17,8,,0,35.89982276,128.6051253,산격동
북대구초등학교,대구광역시 북구 동북로37길 68 (산격동),11,8,42,17,,1,35.90328558,128.6095652,산격동
산격초등학교,대구광역시 북구 산격로10길 14 (산격동),4,3,41,10,,1,35.89455033,128.6063965,산격동
동덕초등학교,대구광역시 중구 동덕로26길 20 (삼덕동2가),3,2,31,1,9,0,35.864739,128.604646,삼덕동
삼덕초등학교,대구광역시 중구 달구벌대로447길 10 (삼덕동3가),3,5,29,4,6,0,35.863588,128.6078431,삼덕동
상동어린이집,대구광역시 수성구 수성로32길 139 (상동),4,1,10,2,6,0,35.835277,128.612646,상동
수성초등학교,대구광역시 수성구 상화로5길 40 (상동),4,2,37,13,7.5,0,35.83721988,128.6105947,상동
 가톨릭소화어린이집,대구광역시 달서구 월곡로51길 77 (상인동),6,4,21,3,10,0,35.81473892,128.5362016,상인동
 동심어린이집,대구광역시 달서구 상화로51길 14 (상인동),0,0,0,0,,1,35.80953,128.5425,상인동
 문화어린이집,대구광역시 달서구 송현로7길 51-16 (상인동),3,0,10,3,,0,35.81851,128.5473,상인동
개미유치원,대구광역시 달서구 상원로3길 19-5 (상인동),5,1,10,6,6,0,35.81100225,128.5353256,상인동
대구상원유치원,대구광역시 달서구 학산남로 34 (상인동),0,0,0,0,20,2,35.82283958,128.5367112,상인동
대구월서초등학교,대구광역시 달서구 월배로39길 46 (상인동),6,4,56,11,8,2,35.82174515,128.5318133,상인동
대서초등학교,대구광역시 달서구 송현로 9 (상인동),1,0,0,0,20,0,35.82006524,128.5499599,상인동
마야유치원,대구광역시 달서구 상인로26길 20 (상인동),1,1,8,5,10,0,35.81770549,128.5459171,상인동
보성은하유치원,"대구광역시 달서구 월곡로 320 (상인동, 보성은하아파트)",0,0,0,0,20,4,35.82358041,128.5342978,상인동
상원초등학교,대구광역시 달서구 월곡로20길 15 (상인동),7,7,36,11,8,1,35.80636651,128.5506746,상인동
상인초등학교,대구광역시 달서구 월곡로 211 (상인동),3,3,26,10,8,2,35.81293412,128.5426752,상인동
상화유치원,"대구광역시 달서구 상인서로 76 (상인동, 상인영남화성타운)",2,1,13,3,,2,35.81756,128.5432,상인동
월곡초등학교,대구광역시 달서구 상인로 40 (상인동),2,2,18,3,20,0,35.81216502,128.5492651,상인동
월촌초등학교,대구광역시 달서구 상인서로 60 (상인동),2,3,16,4,15,2,35.81635648,128.543274,상인동
플레이키즈어린이집,대구광역시 달서구 월곡로26안길 17-7 (상인동),1,1,4,0,,1,35.80915,128.5503,상인동
하나렘어린이집,대구광역시 달서구 월배로 235 (상인동),1,2,11,0,35,0,35.81996355,128.5388941,상인동
달서초등학교,대구광역시 서구 국채보상로34길 35 (중리동),20,7,45,17,26,0,35.8668447,128.5505173,상중이동
대구근로복지공단어린이집,대구광역시 서구 서대구로17길 28 (중리동),7,3,9,4,10,0,35.865136,128.552628,상중이동
서대구공단어린이집,대구광역시 서구 평리로35길 10 (중리동),7,1,12,4,12,0,35.860846,128.5435966,상중이동
영재어린이집,대구광역시 서구 평리로 146 (중리동),5,0,15,2,24,1,35.85854025,128.5403882,상중이동
YMCA유치원,대구광역시 중구 중앙대로 375 (덕산동),1,1,12,0,8.5,0,35.866686,128.593173,성내동
대구화교초등학교,대구광역시 중구 종로 34 (남일동),1,0,6,1,12,0,35.868893,128.5918827,성내동
숙천초등학교,대구광역시 동구 숙천로 17 (숙천동),4,4,50,3,8,0,35.87632564,128.7530358,성내동
원만사유치원,대구광역시 중구 달구벌대로 2013 (동산동),1,1,9,0,43.5,0,35.8658472,128.58387,성내동
종로초등학교,대구광역시 중구 경상감영길 49 (서문로1가),3,3,36,6,9,0,35.87249623,128.5897066,성내동
달서어린이집,대구광역시 달서구 대명천로8길 10 (성당동),2,1,11,3,8,0,35.83923761,128.5558724,성당동
대구남부초등학교,대구광역시 달서구 야외음악당로15길 46 (성당동),5,5,37,12,8,0,35.84443849,128.5499641,성당동
동해유치원,대구광역시 달서구 장기로 50 (성당동),2,2,14,3,25,0,35.8432168,128.5549372,성당동
파프리카유치원,대구광역시 달서구 대명천로21길 10 (성당동),1,1,5,4,6,0,35.83899766,128.5492888,성당동
한글나라어린이집,대구광역시 달서구 야외음악당로9길 34 (성당동),2,0,6,4,,0,35.84142,128.5509,성당동
 동그라미유치원,대구광역시 달서구 중흥로8길 50 (송현동),3,1,12,6,10,0,35.82909768,128.5540861,송현동
가나유치원,대구광역시 달서구 송현로7길 15 (상인동),2,3,24,4,,0,35.82353,128.5454,송현동
대남초등학교,대구광역시 달서구 월배로68길 91 (송현동),9,9,85,27,10,0,35.82418641,128.5517497,송현동
리라유치원,대구광역시 달서구 앞산순환로 225 (송현동),1,2,5,0,35,0,35.82397008,128.5537072,송현동
멘사창의유치원,대구광역시 달서구 송현로8길 92 (송현동),2,2,9,3,,0,35.82557,128.5515,송현동
문화유치원,대구광역시 달서구 월배로83길 120-11 (송현동),3,2,10,4,6,0,35.83264361,128.5452448,송현동
소망어린이집,대구광역시 달서구 앞산순환로61길 68 (송현동),3,3,11,5,8,0,35.83077848,128.5588127,송현동
송현초등학교,대구광역시 달서구 송현로 128 (송현동),7,8,36,20,20,0,35.82868737,128.5448304,송현동
예현유치원,대구광역시 달서구 월배로75길 78 (송현동),2,3,13,5,10,0,35.83085801,128.5474352,송현동
큰사랑어린이집,대구광역시 달서구 월배로75길 132 (송현동),2,2,26,7,8,0,35.83342657,128.5474861,송현동
한국어린이집,대구광역시 달서구 중흥로8길 112 (송현동),2,2,12,6,10,0,35.82683456,128.5521334,송현동
효성초등학교,대구광역시 달서구 송현로 81 (송현동),2,1,19,0,20,0,35.82406479,128.5429839,송현동
 코오롱아인슈타인유치원,"대구광역시 수성구 수성로 412 (수성동4가, 수성보성타운)",1,2,15,8,20,0,35.861991,128.6144895,수성동
DGB아이꿈터어린이집,대구광역시 수성구 달구벌대로 2271-5 (수성동4가),2,3,15,3,8,0,35.860973,128.6108859,수성동
금강어린이집,대구광역시 수성구 수성로75길 24 (수성동1가),3,1,9,6,7.5,0,35.857311,128.612566,수성동
동성초등학교,대구광역시 수성구 수성로 311 (수성동1가),2,4,27,3,19,0,35.85344576,128.6127129,수성동
동일초등학교,대구광역시 수성구 들안로 311 (수성동2가),2,5,25,4,26,0,35.8581009,128.6168809,수성동
수성어린이집,대구광역시 수성구 명덕로76길 80-1 (수성동1가),1,1,10,1,8,0,35.851047,128.611237,수성동
수성영희어린이집,대구광역시 수성구 신천동로86길 25 (수성동4가),2,1,16,4,7,0,35.86168383,128.6117861,수성동
수성유치원,대구광역시 수성구 신천동로96길 45 (수성동4가),3,2,14,4,8,0,35.86477932,128.6161398,수성동
신세계유치원,대구광역시 수성구 신천동로62길 17 (수성동1가),1,2,9,3,8,0,35.852548,128.6099755,수성동
수창초등학교,대구광역시 중구 달성로22길 30 (수창동),7,12,77,30,18.5,0,35.8742603,128.5834453,성내동
대구호산초등학교,대구광역시 달서구 달서대로109길 116 (호산동),3,3,35,1,20,0,35.84907047,128.4790049,신당동
신당초등학교,대구광역시 달서구 서당로 14 (신당동),2,2,16,7,20,1,35.85329967,128.496288,신당동
신서초등학교,대구광역시 달서구 계대동문로3길 46 (신당동),12,6,30,11,10,1,35.85799273,128.4947454,신당동
우정유치원,대구광역시 달서구 선원로14길 10 (신당동),3,1,12,2,8,0,35.85859122,128.4990642,신당동
은초롱유치원,대구광역시 달서구 서당로7길 93 (신당동),3,3,14,5,10,2,35.85425496,128.4938553,신당동
파호초등학교,대구광역시 달서구 달서대로109안길 76 (호산동),3,5,18,7,15,0,35.85058152,128.4815078,신당동
행복나무유치원,대구광역시 달서구 성서서로73길 68 (신당동),1,1,5,1,6,1,35.85821036,128.496413,신당동
혜민어린이집,대구광역시 달성군 화원읍 명천로 231 (명곡미래빌 2단지),0,0,0,0,,0,35.84813,128.4836,신당동
강남유치원,대구광역시 동구 신암로18길 19 (신암동),2,2,22,4,8,0,35.877706,128.612603,신암동
꿈꽃어린이집,대구광역시 동구 송라로 110 (신암동),1,0,6,0,8,0,35.876872,128.616848,신암동
대구덕성초등학교,대구광역시 동구 아양로34길 50 (신암동),3,2,18,5,6,0,35.88210504,128.6284765,신암동
대구동부초등학교,대구광역시 동구 신암북로7길 22 (신암동),4,4,25,4,6,0,35.88802582,128.6198324,신암동
대구동신초등학교,대구광역시 동구 송라로 123 (신암동),4,7,59,12,8,0,35.87827534,128.6150277,신암동
대구신성초등학교,대구광역시 동구 동북로71길 29 (신암동),4,3,31,12,6,0,35.89012297,128.6289427,신암동
대구아양초등학교,대구광역시 동구 아양로 221 (신암동),2,1,15,1,8,0,35.88746268,128.6374338,신암동
동구청어린이집,대구광역시 동구 신암남로 175-1 (신암동),2,1,12,3,10,0,35.88768898,128.636004,신암동
동대구초등학교,대구광역시 동구 신암남로 45 (신암동),4,8,37,6,8,0,35.87969333,128.62097,신암동
사과나무유치원,대구광역시 동구 아양로8길 31-4 (신암동),0,0,0,0,6,0,35.87987577,128.620657,신암동
온뜨레피움어린이집,대구광역시 동구 아양로 213-6 (신암동),1,0,4,0,6,0,35.88711021,128.6367229,신암동
행복유치원,대구광역시 동구 신암북로7길 75 (신암동),2,3,5,4,8,0,35.888735,128.617919,신암동
대구신천초등학교,대구광역시 동구 송라로6길 5 (신천동),7,5,55,4,6,1,35.871649,128.6210093,신천동
대구효신초등학교,대구광역시 동구 동부로34길 70 (신천동),2,5,20,5,6,0,35.87267001,128.6321105,신천동
예일어린이집,대구광역시 동구 동부로 67-1 (신천동),1,0,6,0,6,0,35.875539,128.619791,신천동
청구어린이집,대구광역시 동구 송라로 3-6 (신천동),1,1,10,2,6,0,35.86847567,128.618421,신천동
청산어린이집,대구광역시 동구 송라로3길 13-3 (신천동),1,0,9,2,8,0,35.869435,128.619153,신천동
키즈오르다어린이집,대구광역시 동구 국채보상로165길 31 (신천동),1,0,9,2,,0,35.8697,128.6158,신천동
하나린어린이집,대구광역시 동구 신암로12길 53 (신천동),1,1,12,1,6,0,35.87542121,128.6118783,신천동
 자연동화유치원,대구광역시 동구 안심로51길 13-2 (서호동),0,0,0,0,8,1,35.86684127,128.712357,안심동
단비유치원,"대구광역시 수성구 신매로 51 (신매동, 시지천마타운)",1,1,20,6,18,0,35.83447236,128.7060699,안심동
대구강동초등학교,대구광역시 동구 동호로7길 17 (신서동),3,2,18,4,8,1,35.86809748,128.7302386,안심동
대구반야월초등학교,대구광역시 동구 안심로49길 70 (서호동),2,2,13,5,6,1,35.86827367,128.7107622,안심동
대구새론초등학교,대구광역시 동구 과학로13길 5 (각산동),2,2,24,0,8,0,35.88380453,128.717223,안심동
대구송정초등학교,대구광역시 동구 안심로90길 9 (괴전동),4,10,45,4,8,0,35.87060736,128.7340267,안심동
더플로우유치원,대구광역시 동구 반야월북로 189-30 (각산동),2,1,21,4,,0,35.87588,128.7188,안심동
무산유치원,대구광역시 동구 경안로103길 31 (서호동),6,4,20,17,8,1,35.868034,128.712183,안심동
사월초등학교,대구광역시 수성구 달구벌대로656길 46 (신매동),1,2,20,6,18.5,0,35.83405266,128.7150423,안심동
소명어린이집,대구광역시 동구 율하동로28길 39 (신기동),1,1,6,3,8,0,35.871458,128.7070186,안심동
수피아어린이집,대구광역시 동구 메디밸리로8길 11 (사복동),0,0,0,0,12,0,35.87587974,128.75082,안심동
수피아유치원,대구광역시 동구 메디밸리로8길 11 (사복동),0,0,0,0,12,0,35.87587974,128.75082,안심동
신매초등학교,대구광역시 수성구 달구벌대로650길 26 (신매동),3,4,37,18,14.5,1,35.83660884,128.709212,안심동
싱어송유치원,대구광역시 동구 신서로 71-52 (각산동),1,0,4,1,4,0,35.875051,128.721113,안심동
아인유치원,대구광역시 동구 화랑로 558 (용계동),1,0,2,0,30,0,35.87433428,128.684644,안심동
에벤에셀유치원,대구광역시 동구 금강로16길 25-12 (신서동),3,1,7,7,8,0,35.86436912,128.732369,안심동
예뜰유치원,대구광역시 동구 반야월북로55길 43 (신서동),2,1,10,3,,0,35.87493,128.7306,안심동
예쁜손어린이집,대구광역시 동구 율하동로26길 22 (신기동),2,2,12,5,,0,35.87229,128.7031,안심동
온누리유치원,대구광역시 동구 안심로7길 21 (용계동),1,1,6,4,12,0,35.87241375,128.693319,안심동
욱수초등학교,대구광역시 수성구 신매로 20 (신매동),6,4,49,23,14,1,35.83137816,128.7077006,안심동
정원유치원,대구광역시 동구 이노밸리로29길 76 (각산동),2,2,28,1,7,0,35.88593571,128.7137965,안심동
천사유치원,"대구광역시 수성구 신매로 91 (신매동, 시지삼주한라협화타운)",1,1,30,6,20,1,35.83749115,128.7069579,안심동
